id,name,is_closed,review_count,categories,rating,location,display_phone,distance,latitude,longitude
kLfzthw4Y6Wwp3DC_-8EmA,The Bagel House,False,80,Cheese Shops,4.0,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-913-3132,2438.5604342074726,43.6695,-79.30147
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Delis,4.0,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-703-3688,3445.1844487102317,43.7338749,-79.279494
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Grocery,4.5,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 416-364-2806,5472.816274908224,43.68038,-79.33905
ManqIzD8g7_mzzb_rY4iGw,Grandma Loves You,False,76,Cheese Shops,5.0,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-925-5547,2664.5172230899666,43.67072,-79.32766
Nj-FEhaIn4-VUYYyQ1aOfA,Fiesta Farms,False,56,Grocery,4.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-537-1235,1373.1439032125118,43.6806934,-79.28677259999999
PFHe1blTy2yPRpDk_OIrTw,Benna's Bakery & Deli,False,25,Poutineries,4.0,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-534-0031,4638.085288420088,43.69626,-79.3285
Sz6edL-Ya2rxnjjjrv8Gdg,Roast Butcher,False,16,Diners,4.5,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-657-6278,533.0155353623719,43.647147,-79.3962388
ppINvSvnpppdPo3Np61qdA,Good Behaviour,False,48,Grocery,4.5,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-537-8800,1466.7339904139358,43.6606451,-79.3853814
tjd6hT-BAgjyeF2fQGrORw,Dave’s Genuine Deli,False,22,Meat Shops,4.5,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 416-787-3354,5403.480405807271,43.68549,-79.31499
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,False,37,Delis,3.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 647-347-3474,413.99959275441523,43.69404,-79.3276
LiY0vRXMWrjUrXQr2Z_D4A,Pancer's Original Deli,False,99,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",+1 416-636-1230,6393.725447564073,43.69388,-79.31004
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,False,41,Cheese Shops,4.5,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",+1 416-486-8327,1147.706739403015,43.6703271666323,-79.3014545530016
kLfzthw4Y6Wwp3DC_-8EmA,The Bagel House,False,80,Grocery,4.0,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-913-3132,433.4916044211957,43.68436,-79.32021
ManqIzD8g7_mzzb_rY4iGw,Grandma Loves You,False,76,Delis,5.0,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-925-5547,1529.3078379528251,43.64914,-79.37157
A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,False,69,Polish,4.0,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",+1 647-350-4261,2324.0055472777394,43.66381,-79.32893
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Meat Shops,4.5,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",,3865.1395441058403,43.67259,-79.31941
kJFFocY96ahEhlHyH34pJw,Wolfies,False,51,Sandwiches,4.5,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",+1 416-638-9653,8054.2766301936545,43.660616433760254,-79.34148396015718
8JA0UIv3uzjvFkP3IABXMQ,Marcheleo's Gourmet Marketplace,False,16,Delis,4.0,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 416-932-1100,1885.4326214162033,43.6575780313391,-79.382470920682
lDpVyjENOz_qbxbRoyBi8w,Black Camel,False,382,Salad,4.5,"93 Front Street E,Toronto,M5E 0A3,ON,CA",+1 416-929-7518,1627.267998968505,43.64869173052196,-79.3715454
IVnLsgz_qo8NWVhR09SF3Q,East York Deli,False,2,Sandwiches,5.0,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-429-3663,5448.144499158948,43.671626409087494,-79.32564631365352
Go5NmEeWyTJGqFWBPauZ2w,Kiva's Bagel Bar,False,46,Cheese Shops,3.5,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-960-5482,374.5598198068024,43.6695,-79.30147
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-364-2806,5086.408625100372,43.7338749,-79.279494
yGpiXHxRmxc5pB98yC4P2w,JJ's Cafe & Deli,False,7,Grocery,3.5,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 416-322-4886,736.9121326869555,43.68038,-79.33905
tjd6hT-BAgjyeF2fQGrORw,Dave’s Genuine Deli,False,22,Cheese Shops,4.5,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-787-3354,4641.522217154822,43.67072,-79.32766
Cjh3qPFs276wzYQmiDOrdg,Druxy's Famous Deli,False,1,Grocery,4.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-968-7858,322.2494506688811,43.6806934,-79.28677259999999
m87_nliXbYEQ0wlrOMIpJw,Uncle Sid’s Deli,False,5,Poutineries,5.0,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-516-2327,5204.2969013880465,43.69626,-79.3285
Jlk4tLFXusQ6yWOFffpUfA,Boccone Deli & Pizza,False,25,Diners,4.0,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-960-1500,557.1588926304788,43.647147,-79.3962388
VS5zMLXSGAZiTXqOfbTA3A,St Clair Delicatessen,False,2,Grocery,4.5,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-656-3980,2839.2044843333038,43.6606451,-79.3853814
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Meat Shops,4.0,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 416-703-3688,4694.191373553472,43.68549,-79.31499
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,False,41,Delis,4.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 416-486-8327,415.5547923276337,43.69404,-79.3276
LiY0vRXMWrjUrXQr2Z_D4A,Pancer's Original Deli,False,99,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",+1 416-636-1230,5724.491197546839,43.69388,-79.31004
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,False,37,Cheese Shops,3.5,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",+1 647-347-3474,1143.8858802409593,43.6703271666323,-79.3014545530016
8JA0UIv3uzjvFkP3IABXMQ,Marcheleo's Gourmet Marketplace,False,16,Grocery,4.0,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-932-1100,1199.3570645404138,43.68436,-79.32021
yGpiXHxRmxc5pB98yC4P2w,JJ's Cafe & Deli,False,7,Delis,3.5,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-322-4886,36.34559400169875,43.64914,-79.37157
kLfzthw4Y6Wwp3DC_-8EmA,The Bagel House,False,80,Polish,4.0,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",+1 416-913-3132,1163.5716550870118,43.66381,-79.32893
kJFFocY96ahEhlHyH34pJw,Wolfies,False,51,Meat Shops,4.5,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",+1 416-638-9653,7372.908383428698,43.67259,-79.31941
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Sandwiches,4.5,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",,4591.478660528879,43.660616433760254,-79.34148396015718
A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,False,69,Delis,4.0,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 647-350-4261,2909.684419067035,43.6575780313391,-79.382470920682
ManqIzD8g7_mzzb_rY4iGw,Grandma Loves You,False,76,Salad,5.0,"93 Front Street E,Toronto,M5E 0A3,ON,CA",+1 416-925-5547,2256.2679425514452,43.64869173052196,-79.3715454
IVnLsgz_qo8NWVhR09SF3Q,East York Deli,False,2,Sandwiches,5.0,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-429-3663,5547.44410737758,43.671626409087494,-79.32564631365352
lDpVyjENOz_qbxbRoyBi8w,Black Camel,False,382,Cheese Shops,4.5,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-929-7518,2351.7349470140593,43.6695,-79.30147
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-364-2806,5798.057410464036,43.7338749,-79.279494
tjd6hT-BAgjyeF2fQGrORw,Dave’s Genuine Deli,False,22,Grocery,4.5,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 416-787-3354,3941.9867612376074,43.68038,-79.33905
Go5NmEeWyTJGqFWBPauZ2w,Kiva's Bagel Bar,False,46,Cheese Shops,3.5,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-960-5482,1106.9590387784147,43.67072,-79.32766
m87_nliXbYEQ0wlrOMIpJw,Uncle Sid’s Deli,False,5,Grocery,5.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-516-2327,5672.15048387922,43.6806934,-79.28677259999999
wJe6SYMXsWNmXXYTvrlpdw,Pascale Gourmet,False,13,Poutineries,4.5,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-486-8546,1385.3640205156817,43.69626,-79.3285
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Diners,4.0,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-703-3688,5366.891106543254,43.647147,-79.3962388
sCQGCmL82FmHj-Dz_Zo0Kg,Rock’n Deli,False,28,Grocery,3.0,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-792-3354,5811.592412933942,43.6606451,-79.3853814
kKNauD7d3HOvumRV7JIAfg,Knuckle Sandwich,False,119,Meat Shops,4.0,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 647-748-7999,5466.055354237208,43.68549,-79.31499
tE88d-oHmNngAZNdD9EHjg,Avenue Open Kitchen,False,145,Delis,4.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 416-504-7131,812.3341489347392,43.69404,-79.3276
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",+1 416-364-2806,2197.0725452141246,43.69388,-79.31004
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Cheese Shops,4.5,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",,2251.8094323268706,43.6703271666323,-79.3014545530016
Olp4uGp0MZEAScKtwWtQYQ,Jaspers Deli,False,9,Grocery,4.0,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-368-7662,1243.7219014198783,43.68436,-79.32021
mpDcuUs6dB5uBsYVKDWCNQ,Druxy's Famous Deli,False,4,Delis,4.0,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-366-9797,1618.0843560273988,43.64914,-79.37157
gzomja0V-gAHJckvwwwFCQ,Shopsy's Deli & Restaurants,False,40,Polish,3.0,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",+1 416-365-3354,1614.0477872983322,43.66381,-79.32893
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Meat Shops,4.0,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",+1 416-703-3688,1829.0891081251361,43.67259,-79.31941
GTNhbajbPNao5ITndlYy6Q,Sanagan's Meat Locker,False,124,Sandwiches,4.5,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",+1 416-593-9747,1724.9818401119148,43.660616433760254,-79.34148396015718
U2xCmkTZSIqSLU-UA3L_sg,Longo's,False,103,Delis,4.0,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 416-366-1717,1282.6834495791168,43.6575780313391,-79.382470920682
c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,False,371,Salad,4.5,"93 Front Street E,Toronto,M5E 0A3,ON,CA",+1 647-435-8365,921.3838771562796,43.64869173052196,-79.3715454
y7lhU3dl8cSvIOgKVrKGlw,Grand Cru Deli,False,10,Sandwiches,4.0,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-551-9221,1084.4610355471573,43.671626409087494,-79.32564631365352
dk6c_rmpXmXR6VEXJN1_8g,BellyBuster Submarines,False,82,Cheese Shops,3.0,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 647-748-1588,675.0937316499624,43.6695,-79.30147
FVMsFMfPkzQn7bLXZ8d6aA,When The Pig Came Home,False,73,Delis,4.5,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 647-345-9001,6246.262336500081,43.7338749,-79.279494
cUoibCGFcHvtwWGDRWBj1A,Stack'd Deli Kitchen,False,5,Grocery,5.0,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",,2197.263426323014,43.68038,-79.33905
A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,False,69,Cheese Shops,4.0,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 647-350-4261,3989.1924595652335,43.67072,-79.32766
Gq5Vwth3qf8lcz_kmsCYvg,Pumpernickel's,False,30,Grocery,3.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-863-9880,1508.1090627978024,43.6806934,-79.28677259999999
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,False,37,Poutineries,3.5,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 647-347-3474,5300.283704747998,43.69626,-79.3285
17blokEfgkZCXa9tJ6XHuQ,Marcello's Market & Deli,False,11,Diners,3.5,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 647-348-8865,1460.5983338030444,43.647147,-79.3962388
T-a4HuTSELZ3qm_nos_Qtg,The New Yorker Deli,False,76,Grocery,3.0,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-923-3354,3222.5833791797054,43.6606451,-79.3853814
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,False,41,Meat Shops,4.5,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 416-486-8327,6837.623382450884,43.68549,-79.31499
LiY0vRXMWrjUrXQr2Z_D4A,Pancer's Original Deli,False,99,Delis,4.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 416-636-1230,8662.673630811825,43.69404,-79.3276
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",,1742.8115445672759,43.69388,-79.31004
A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,False,69,Cheese Shops,4.0,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",+1 647-350-4261,1225.6983658878253,43.6703271666323,-79.3014545530016
tE88d-oHmNngAZNdD9EHjg,Avenue Open Kitchen,False,145,Grocery,4.5,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-504-7131,2259.2767555172913,43.68436,-79.32021
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-364-2806,3054.5017142595234,43.64914,-79.37157
T-a4HuTSELZ3qm_nos_Qtg,The New Yorker Deli,False,76,Polish,3.0,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",+1 416-923-3354,827.8219688648837,43.66381,-79.32893
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,False,37,Meat Shops,3.5,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",+1 647-347-3474,2282.371326440682,43.67259,-79.31941
GTNhbajbPNao5ITndlYy6Q,Sanagan's Meat Locker,False,124,Sandwiches,4.5,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",+1 416-593-9747,1382.882582558712,43.660616433760254,-79.34148396015718
ManqIzD8g7_mzzb_rY4iGw,Grandma Loves You,False,76,Delis,5.0,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 416-925-5547,1388.7103646944188,43.6575780313391,-79.382470920682
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Salad,4.0,"93 Front Street E,Toronto,M5E 0A3,ON,CA",+1 416-703-3688,2133.4223802887896,43.64869173052196,-79.3715454
lDpVyjENOz_qbxbRoyBi8w,Black Camel,False,382,Sandwiches,4.5,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-929-7518,1363.9630687926006,43.671626409087494,-79.32564631365352
UNnYvWgV7D32mHWQfBg2mQ,George's Deli & BBQ,False,29,Cheese Shops,4.0,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-536-8494,966.9642603430395,43.6695,-79.30147
gzomja0V-gAHJckvwwwFCQ,Shopsy's Deli & Restaurants,False,40,Delis,3.0,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-365-3354,2244.1817931481387,43.7338749,-79.279494
FVMsFMfPkzQn7bLXZ8d6aA,When The Pig Came Home,False,73,Grocery,4.5,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 647-345-9001,5263.255279673764,43.68038,-79.33905
mpDcuUs6dB5uBsYVKDWCNQ,Druxy's Famous Deli,False,4,Cheese Shops,4.0,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-366-9797,2666.2632501970597,43.67072,-79.32766
I8UnsxFjZe_r9sU2jzO-vg,Pusateri's Fine Foods,False,125,Grocery,3.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-925-0583,849.7804765799208,43.6806934,-79.28677259999999
jd5TnsyxnIJ6ct3KNSMx7A,Farm Boy,False,19,Poutineries,4.0,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-979-7367,1427.0781198513978,43.69626,-79.3285
Olp4uGp0MZEAScKtwWtQYQ,Jaspers Deli,False,9,Diners,4.0,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-368-7662,2584.7346115474347,43.647147,-79.3962388
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,False,41,Grocery,4.5,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-486-8327,3784.2175140017994,43.6606451,-79.3853814
53GguDU6v46zPJTL3CZl5g,Loblaws,False,211,Meat Shops,4.0,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 416-593-6154,1684.4904661899575,43.68549,-79.31499
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 416-364-2806,938.9851972032149,43.69404,-79.3276
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",,1066.4523812592724,43.69388,-79.31004
tE88d-oHmNngAZNdD9EHjg,Avenue Open Kitchen,False,145,Cheese Shops,4.5,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",+1 416-504-7131,1073.858879535761,43.6703271666323,-79.3014545530016
gzomja0V-gAHJckvwwwFCQ,Shopsy's Deli & Restaurants,False,40,Grocery,3.0,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-365-3354,330.4713935527719,43.68436,-79.32021
mpDcuUs6dB5uBsYVKDWCNQ,Druxy's Famous Deli,False,4,Delis,4.0,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-366-9797,297.7479680256244,43.64914,-79.37157
Olp4uGp0MZEAScKtwWtQYQ,Jaspers Deli,False,9,Polish,4.0,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",+1 416-368-7662,136.2161774901123,43.66381,-79.32893
U2xCmkTZSIqSLU-UA3L_sg,Longo's,False,103,Meat Shops,4.0,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",+1 416-366-1717,647.0126136981139,43.67259,-79.31941
c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,False,371,Sandwiches,4.5,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",+1 647-435-8365,713.7200277670153,43.660616433760254,-79.34148396015718
17blokEfgkZCXa9tJ6XHuQ,Marcello's Market & Deli,False,11,Delis,3.5,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 647-348-8865,106.65223385788168,43.6575780313391,-79.382470920682
cUoibCGFcHvtwWGDRWBj1A,Stack'd Deli Kitchen,False,5,Salad,5.0,"93 Front Street E,Toronto,M5E 0A3,ON,CA",,939.0199201970004,43.64869173052196,-79.3715454
GTNhbajbPNao5ITndlYy6Q,Sanagan's Meat Locker,False,124,Sandwiches,4.5,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-593-9747,1616.4814922515188,43.671626409087494,-79.32564631365352
Gq5Vwth3qf8lcz_kmsCYvg,Pumpernickel's,False,30,Cheese Shops,3.0,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-863-9880,143.4020039134145,43.6695,-79.30147
y7lhU3dl8cSvIOgKVrKGlw,Grand Cru Deli,False,10,Delis,4.0,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-551-9221,681.7512822427932,43.7338749,-79.279494
QUlwzBdA1zzzj-sVDJ3WMw,Lambo's Deli,False,43,Grocery,4.0,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 416-703-3688,2411.016190585159,43.68038,-79.33905
T-a4HuTSELZ3qm_nos_Qtg,The New Yorker Deli,False,76,Cheese Shops,3.0,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-923-3354,2320.62363283746,43.67072,-79.32766
7g03Bv-yYVJHzMD_YKqBQg,Bagel & Co,False,23,Grocery,4.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-365-0904,211.92512910478152,43.6806934,-79.28677259999999
jd5TnsyxnIJ6ct3KNSMx7A,Farm Boy,False,19,Poutineries,4.0,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-979-7367,1391.8960897755696,43.69626,-79.3285
t6UwQ45hbHw-X7A7Yrc_ag,May's Deli,False,6,Diners,4.0,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-362-8775,215.90118002189473,43.647147,-79.3962388
53GguDU6v46zPJTL3CZl5g,Loblaws,False,211,Grocery,4.0,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-593-6154,1591.9018755690265,43.6606451,-79.3853814
dk6c_rmpXmXR6VEXJN1_8g,BellyBuster Submarines,False,82,Meat Shops,3.0,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 647-748-1588,871.7567308196701,43.68549,-79.31499
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,False,37,Delis,3.5,"903 Coxwell Ave,Toronto,M4C 2T9,ON,CA",+1 647-347-3474,399.9983357568724,43.69404,-79.3276
LiY0vRXMWrjUrXQr2Z_D4A,Pancer's Original Deli,False,99,Delis,4.5,"213 Oak Park Avenue,East York,M4C 4N2,ON,CA",+1 416-636-1230,6947.602477714206,43.69388,-79.31004
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,False,41,Cheese Shops,4.5,"1985 Queen Street E,Toronto,M4L 1J1,ON,CA",+1 416-486-8327,1612.6718271752334,43.6703271666323,-79.3014545530016
ManqIzD8g7_mzzb_rY4iGw,Grandma Loves You,False,76,Grocery,5.0,"1716 Danforth Avenue,Toronto,M4C 1H8,ON,CA",+1 416-925-5547,1132.1024343363797,43.68436,-79.32021
kLfzthw4Y6Wwp3DC_-8EmA,The Bagel House,False,80,Delis,4.0,"93 Front St E,Toronto,M5E 1C3,ON,CA",+1 416-913-3132,401.2458689027344,43.64914,-79.37157
TZV9-wFayjwO1Bz6yStooA,Elm Street Italian Deli,False,31,Polish,4.5,"5 Hastings Avenue,Toronto,M4L 2L1,ON,CA",,3423.9128903583783,43.66381,-79.32893
lDpVyjENOz_qbxbRoyBi8w,Black Camel,False,382,Meat Shops,4.5,"1513 Gerrard Street E,Toronto,M4L 2A4,ON,CA",+1 416-929-7518,1209.4999133539354,43.67259,-79.31941
A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,False,69,Sandwiches,4.0,"913 Queen Street E,Toronto,M4M 1J4,ON,CA",+1 647-350-4261,2408.104877524629,43.660616433760254,-79.34148396015718
kJFFocY96ahEhlHyH34pJw,Wolfies,False,51,Delis,4.5,"15 Elm Street,Toronto,M5G 1H1,ON,CA",+1 416-638-9653,8597.85955424245,43.6575780313391,-79.382470920682
8JA0UIv3uzjvFkP3IABXMQ,Marcheleo's Gourmet Marketplace,False,16,Salad,4.0,"93 Front Street E,Toronto,M5E 0A3,ON,CA",+1 416-932-1100,2216.3010008950105,43.64869173052196,-79.3715454
IVnLsgz_qo8NWVhR09SF3Q,East York Deli,False,2,Sandwiches,5.0,"1324A Gerrard Street E,Toronto,M4L 1Z1,ON,CA",+1 416-429-3663,4978.127457708126,43.671626409087494,-79.32564631365352
Go5NmEeWyTJGqFWBPauZ2w,Kiva's Bagel Bar,False,46,Cheese Shops,3.5,"1965 Queen St E,Toronto,M4L 1H9,ON,CA",+1 416-960-5482,458.8243458476088,43.6695,-79.30147
ptmG_KjwGVszU0sPpFGXJQ,Scheffler's Delicatessen,False,26,Delis,4.5,"1050 Birchmount Road,Scarborough,M1K 1S4,ON,CA",+1 416-364-2806,4592.58805869212,43.7338749,-79.279494
tjd6hT-BAgjyeF2fQGrORw,Dave’s Genuine Deli,False,22,Grocery,4.5,"906 Danforth Avenue,Toronto,M4J 1L9,ON,CA",+1 416-787-3354,5165.585410092748,43.68038,-79.33905
T-a4HuTSELZ3qm_nos_Qtg,The New Yorker Deli,False,76,Cheese Shops,3.0,"245 Greenwood Avenue,Toronto,M4L 2R4,ON,CA",+1 416-923-3354,2178.923535220916,43.67072,-79.32766
Jlk4tLFXusQ6yWOFffpUfA,Boccone Deli & Pizza,False,25,Grocery,4.0,"976 Kingston Road,Toronto,M4E 1S9,ON,CA",+1 416-960-1500,410.4323054339109,43.6806934,-79.28677259999999
LSneBLmL_mLRKjplp2BVZg,ABC Euro Delicatessen,False,18,Poutineries,3.5,"969 Coxwell Avenue,Toronto,M4C 3G4,ON,CA",+1 416-495-0368,8717.230617093981,43.69626,-79.3285
m87_nliXbYEQ0wlrOMIpJw,Uncle Sid’s Deli,False,5,Diners,5.0,"7 Camden Street,Toronto,M5V 1V2,ON,CA",+1 416-516-2327,5362.721949246299,43.647147,-79.3962388
Cjh3qPFs276wzYQmiDOrdg,Druxy's Famous Deli,False,1,Grocery,4.0,"777 Bay Street,Toronto,M5B 2H4,ON,CA",+1 416-968-7858,392.0697678519156,43.6606451,-79.3853814
yGpiXHxRmxc5pB98yC4P2w,JJ's Cafe & Deli,False,7,Meat Shops,3.5,"1968 Danforth Avenue,Toronto,M4C 1J6,ON,CA",+1 416-322-4886,1215.392828731687,43.68549,-79.31499
